GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
530,1ETH,32164,15/01/1997,1997,3,Strategic development,SPLA/M: Sudanese People's Liberation Army/Movement,,2,,,0,20,Ethiopia,Gambela Peoples,Agnuak,Gambela Zuria,Gambella,8.25000,34.58330,1,The Guardian,"SPLA allowed to set up bases and move unhindered through Ethiopian territory; rebels continue to insist that Ethiopian government not involved in the fighting, however.",0
530,2ETH,32165,10/02/1997,1997,1,Violence against civilians,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Civilians (International),7,37,Ethiopia,Harari People,Hareri,Harar,Harar,9.31670,42.11670,1,Reuters,Grenade attack by unknown attackers wounds foreign tourists and Ethiopians,2
530,3ETH,32166,15/02/1997,1997,3,Headquarters or base established,SPLA/M: Sudanese People's Liberation Army/Movement,,2,,,0,20,Ethiopia,Gambela Peoples,Agnuak,Gambela Zuria,Gambella,8.25000,34.58330,1,All Africa,SPLA maintain office and base in Gambella,0
530,5ETH,32167,21/03/1997,1997,1,Violence against civilians,Police Forces of Ethiopia (1991-),,1,Protesters (Ethiopia),,6,16,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.70000,1,BBC Monitoring,Students stage demonstration; security forces use violence and illegal detention towards the protesters,0
530,6ETH,32168,30/03/1997,1997,1,Riots/Protests,Protesters (Ethiopia),,6,,,0,60,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.70000,1,BBC Monitoring,Opposition groups stage protest over land redistribution in Amhara regional state,0
530,7ETH,32169,12/04/1997,1997,1,Remote violence,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.70000,1,BBC Monitoring,"Explosion at Tigray hotel leaves one dead, many injured",1
530,8ETH,32170,12/04/1997,1997,1,Violence against civilians,Unidentified Armed Group (Ethiopia),,3,Civilians (International),Civilians (Ethiopia),7,37,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.70000,1,BBC Monitoring,Grenade attack at expensive Italian restaurant,0
530,9ETH,32171,14/04/1997,1997,1,Violence against civilians,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.70000,1,Reuters,Grenade attack wounds civilians in supermarket,0
530,11ETH,32172,26/04/1997,1997,1,Remote violence,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,Dire Dawa,Dire Dawa,Dire Dawa,Dire Dawa,9.58330,41.86670,1,Reuters,Bomb attack in bar leaves 11 injured; unknown perpetrators,0
530,12ETH,32173,08/05/1997,1997,1,Violence against civilians,Police Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.70000,1,Reuters,Police kill civilian and claim he was involved in violent underground group; human rights groups claim he was innocent,1
530,13ETH,32174,15/05/1997,1997,1,Violence against civilians,Christian Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47,Ethiopia,"Southern Nations, Nationalities and Peoples",Gamo Gofa,Arba Minch Zuria,Arba Minch,6.03333,37.55000,1,Reuters,A number of evangelical Christians killed by Orthodox Christians,0
530,15ETH,32175,12/06/1997,1997,1,Battle-Government regains territory,Military Forces of Ethiopia (1991-),SNF: Somali National Front,1,AIAI: Al-Itihad Al-Islamia,,2,12,Ethiopia,Oromia,Misraq Harerge,Kersa,Bulo Hawo,9.36670,41.78330,1,BBC Monitoring,"Ethiopian military attacks Somali districts, takes them over from Somali National Front",0
530,16ETH,32176,12/06/1997,1997,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Somalia),,7,17,Ethiopia,Oromia,Misraq Harerge,Kersa,Bulo Hawo,9.36670,41.78330,1,BBC Monitoring,"Ethiopian military attacks Somali districts, takes them over; Somali National Front alleges that the Ethiopian troops attacked and killed women and children",16
530,18ETH,32177,30/06/1997,1997,1,Battle-No change of territory,Turkana Ethnic Militia (Kenya),,4,Geleb Ethnic Militia (Ethiopia),Merrile Ethnic Militia (Kenya),4,44,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Awasa,Awasa,7.05000,38.46667,1,Reuters News,24 Kenyan tribesmen were killed in a revenge attack on an Ethiopian tribe.,24
530,20ETH,32178,30/06/1997,1997,1,Battle-No change of territory,Turkana Ethnic Militia (Kenya),,4,Merrile Ethnic Militia (Ethiopia),,4,44,Ethiopia,Oromia,Borena,Moyale,Moyale,3.56917,39.08333,2,Reuters,"Merille launch counter-attack, kill Kenyan Turkana raiders",24
530,19ETH,32179,30/06/1997,1997,1,Violence against civilians,Turkana Ethnic Militia (Kenya),,4,Civilians (Ethiopia),Merrile Ethnic Group (Ethiopia),7,47,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Awasa,Awasa,7.05000,38.46670,2,Reuters,"Turkana raiders attack Merrile camp, kill women and children",0
530,22ETH,32180,15/07/1997,1997,3,Battle-No change of territory,Police Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Mirab Shewa,Toke Kutaye,Jeldu,9.01670,37.66670,1,BBC Monitoring,OLF attacks village and kills police officers,2
530,23ETH,32181,07/08/1997,1997,1,Remote violence,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,Harari People,Hareri,Harar,Harar,9.31670,42.11670,1,BBC Monitoring,Bomb attack by unknown persons,0
530,26ETH,32182,19/09/1997,1997,1,Violence against civilians,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,1,Reuters,Gunmen kill two UN World Food Programme workers,2
530,27ETH,32183,26/09/1997,1997,1,Violence against civilians,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.70000,1,BBC Monitoring,Grenade attack by unknown person,1
530,28ETH,32184,08/10/1997,1997,1,Battle-No change of territory,Police Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.70000,1,BBC Monitoring,Police claim they have killed OLF rebels in shoot-out; human rights groups claim the men were unarmed and killed by the police. This is coded as two distinct codes because the claims from either side could not be verified,3
530,29ETH,32185,08/10/1997,1997,1,Violence against civilians,Police Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Oromo Ethnic Group (Ethiopia),7,17,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.70000,1,BBC Monitoring,Police claim they have killed OLF rebels in shoot-out; human rights groups claim the men were unarmed and killed by the police. This is coded as two distinct codes because the claims from either side could not be verified,3
530,35ETH,32186,24/02/1998,1998,1,Violence against civilians,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,Oromia,Mirab Shewa,Ambo Zuria,Ambo,8.98330,37.85000,1,BBC Monitoring,Grenade attack by unknown person or group,1
530,38ETH,32187,15/04/1998,1998,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Jarar,Gashamo,Somali,8.00000,45.00000,2,BBC Monitoring,"ONLF battles Ethiopian forces, claims major victories",0
530,40ETH,32188,15/04/1998,1998,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,North Shewa,Wuchale,Weji,9.51667,38.78333,1,BBC Monitoring,"ONLF battles Ethiopian forces, claims major victories",0
530,39ETH,32189,15/04/1998,1998,3,Violence against civilians,Christian Militia (Ethiopia),,4,Civilians (Ethiopia),Jewish Group (Ethiopia),7,47,Ethiopia,Amhara,Semen Gondar,Gonder Zuria,Gonder,12.60000,37.46670,2,The Guardian,Reports of Christians attacking Jewish neighbors in Gondar region of Ethiopia,1
530,41ETH,32190,25/04/1998,1998,1,Violence against civilians,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,Amhara,Misraq Gojjam,Enemay,Bichena,10.45000,38.20000,2,All Africa,Grenade attack by unknown person or group,4
530,42ETH,32191,05/05/1998,1998,1,Violence against civilians,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,Oromia,North Shewa,Kuyu,Gebre Guracha,9.80000,38.40000,1,All Africa,Grenade attack by unknown person or group,2
530,43ETH,32192,06/05/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Afar,Afar Zone 1,Elidar,Shelalo,12.36000,42.16000,1,Reuters,Battle between Ethiopian and Eritrean troops; both sides claim the other started the confrontation,0
530,44ETH,32193,12/05/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Semien Miirabaw,Tahtay Adiyabo,Sheraro,14.40000,37.93330,1,Reuters,Battle between Ethiopian and Eritrean troops; both sides claim the other started the confrontation,0
530,45ETH,32194,12/05/1998,1998,1,Violence against civilians,Civilians (Ethiopia),,7,Military Forces of Eritrea (1993-),,8,78,Ethiopia,Tigray,Semien Miirabaw,Tahtay Adiyabo,Sheraro,14.40000,37.93330,1,Reuters,Ethiopian civilians killed in Eritrean offensive,15
530,47ETH,32195,15/05/1998,1998,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Jarar,Gashamo,Somali,8.00000,45.00000,2,BBC Monitoring,"ONLF battles Ethiopian forces, claims major victories",87
530,48ETH,32196,15/05/1998,1998,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,North Shewa,Wuchale,Weji,9.51667,38.78333,1,BBC Monitoring,"ONLF battles Ethiopian forces, claims major victories",0
530,49ETH,32197,31/05/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Erob,Alitena,14.52728,39.56817,1,PANA Newswires/All Africa,"Eritrea makes incursion onto Ethiopian soil, skirmish ensues",0
530,50ETH,32198,31/05/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.38500,1,PANA Newswires/All Africa,"Eritrea makes incursion onto Ethiopian soil, skirmish ensues",0
530,51ETH,32199,02/06/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.38500,1,Associated Press,"Eritrea attacks Ethiopian town of Zalambesa, capture the town after three days of fighting",0
530,53ETH,32200,03/06/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.38500,1,Associated Press,"Eritrea attacks Ethiopian town of Zalambesa, capture the town after three days of fighting",0
530,52ETH,32201,03/06/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Erob,Alitena,14.52728,39.56817,1,Xinhua,Ethiopia claims to repel Eritrean attacks,0
530,54ETH,32202,03/06/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Maekel,Senafe,,Geleba,14.50222,39.36694,1,BBC Monitoring,Ethiopian military launches attack on Eritrean soil,0
530,55ETH,32203,04/06/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.38500,1,Associated Press,"Eritrea attacks Ethiopian town of Zalambesa, capture the town after three days of fighting",0
530,56ETH,32204,05/06/1998,1998,1,Remote violence,Civilians (Ethiopia),,7,Military Forces of Eritrea (1993-),,8,78,Ethiopia,Tigray,Debubawi,Enderta,Mekele,13.50000,39.46670,1,PANA Newswires/All Africa,Eritrean forces bomb villagers,0
530,58ETH,32205,06/06/1998,1998,1,Remote violence,Civilians (Ethiopia),,7,Military Forces of Eritrea (1993-),,8,78,Ethiopia,Tigray,Debubawi,Enderta,Mekele,13.50000,39.46670,1,PANA Newswires/All Africa,Eritrean forces bomb villagers,51
530,57ETH,32206,06/06/1998,1998,1,Remote violence,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Debubawi,Enderta,Mekele,13.50000,39.46670,1,Reuters,Ethiopian forces shoot down Eritrean warplane,0
530,59ETH,32207,09/06/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.38500,1,BBC Monitoring,Ethiopian military exchanges fire with Eritrean forces,0
530,60ETH,32208,11/06/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Afar,Zone 1,Elidar,Burie,12.59889,42.27028,1,BBC Monitoring,Ethiopian military exchanges fire with Eritrean forces,600
530,61ETH,32209,11/06/1998,1998,1,Remote violence,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Ganta Afeshum,Adigrat,14.27690,39.46080,1,BBC Monitoring,Eritrean forces bomb Ethiopian military targets,0
530,62ETH,32210,11/06/1998,1998,1,Remote violence,Civilians (Ethiopia),,7,Military Forces of Eritrea (1993-),,8,78,Ethiopia,Tigray,Misraqawi,Ganta Afeshum,Adigrat,14.27690,39.46080,1,The Guardian,Eritrean forces bomb villagers,4
530,63ETH,32211,15/06/1998,1998,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Eritrea),,7,17,Ethiopia,Oromia,Debub Mirab Shewa,Alem Gena,Fiche,8.96700,38.60000,1,Reuters,"Ethiopian forces detain Eritreans, reports of beatings and assaults in internment camps",0
530,65ETH,32212,19/06/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.38500,1,Reuters,Heavy exchange of fire between Ethiopian and Eritrean forces,0
530,66ETH,32213,20/06/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.38500,1,Reuters,Heavy exchange of fire between Ethiopian and Eritrean forces,0
530,67ETH,32214,24/06/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.38500,1,All Africa,Brief exchange of fire between Ethiopian and Eritrean forces,0
530,68ETH,32215,30/06/1998,1998,2,Violence against civilians,Civilians (Ethiopia),Civilians (International),7,AIAI: Al-Itihad Al-Islamia,,2,27,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,2,All Africa,ICRC workers kidnapped in Ogaden area,0
530,69ETH,32216,06/07/1998,1998,2,Strategic development,OLF: Oromo Liberation Front,,2,,,0,20,Ethiopia,Oromia,Borena,Moyale,Moyale,3.56917,39.08333,2,All Africa,OLF said to be active in Kenya near border with Ethiopia,0
530,70ETH,32217,07/07/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,AIAI: Al-Itihad Al-Islamia,,2,12,Ethiopia,Somali,Korahe,Shekosh,Shekosh,7.36667,43.91667,1,All Africa,Ethiopian army battles Al-Ittihad militia in effort to free hostages,0
530,71ETH,32218,15/07/1998,1998,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Eritrea),,7,17,Ethiopia,Tigray,Mehakelegnaw,Adwa,Tigray,14.16667,38.83333,2,All Africa,Eritrea accuses Ethiopia of killing civilian cattle breeders who entered Ethiopia from Eritrea and Sudan,18
530,73ETH,32219,22/07/1998,1998,1,Battle-No change of territory,Guji Ethnic Militia (Ethiopia),,4,Hadyia Ethnic Militia (Ethiopia),,4,44,Ethiopia,Oromia,Mirab Welega,Jarso,Dilla,9.30000,35.23333,1,Reuters,Ethnic clashes leave over 100 dead,140
530,74ETH,32220,31/07/1998,1998,1,Riots/Protests,Protesters (Ethiopia),,6,,,0,60,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.70000,1,Reuters,Hundreds of thousands of women stage protests to support peace plan across Ethiopia,0
530,76ETH,32221,15/09/1998,1998,3,Strategic development,SPLA/M: Sudanese People's Liberation Army/Movement,,2,,,0,20,Ethiopia,Gambela Peoples,Agnuak,Gambela Zuria,Gambella,8.25000,34.58330,1,All Africa,SPLA maintain office and base in Gambella; Ethiopian authorities announce they will close the office in October,0
530,77ETH,32222,02/10/1998,1998,1,Battle-No change of territory,Christian Militia (Ethiopia),,4,Orthodox Christian Militia (Ethiopia),,4,44,Ethiopia,Oromia,Jimma,Goma,Agaro,7.85000,36.65000,1,All Africa,Clash between Evangelical and Orthodox Christian groups,0
530,78ETH,32223,07/10/1998,1998,2,Remote violence,Civilians (Ethiopia),,7,Military Forces of Eritrea (1993-),,8,78,Ethiopia,Tigray,Semien Miirabaw,Tahtay Adiyabo,Sheraro,14.40000,37.93330,1,Reuters,Ethiopia accuses Eritrea of shelling civilian targets,11
530,79ETH,32224,08/10/1998,1998,1,Violence against civilians,Southern Sudan Independence Movement Militia,,3,Civilians (Ethiopia),,7,37,Ethiopia,Gambela Peoples,Agnuak,Itang,Itang,8.20000,34.26670,1,All Africa,Soldiers from Sudanese Independence Movement attack passenger car and kill civilians,2
530,80ETH,32225,15/10/1998,1998,3,Strategic development,OLF: Oromo Liberation Front,,2,,,0,20,Ethiopia,Oromia,Misraq Harerge,Babile,Babile,9.21670,42.33330,1,All Africa,OLF said to be active in eastern region of Ethiopia,0
530,81ETH,32226,15/10/1998,1998,3,Strategic development,OLF: Oromo Liberation Front,,2,,,0,20,Ethiopia,Oromia,Misraq Harerge,Fedis,Fedis,9.13944,42.04806,1,All Africa,OLF said to be active in eastern region of Ethiopia,0
530,82ETH,32227,15/10/1998,1998,3,Strategic development,OLF: Oromo Liberation Front,,2,,,0,20,Ethiopia,Oromia,Misraq Harerge,Kombolcha,Kombolcha,9.43333,42.11861,1,All Africa,OLF said to be active in eastern region of Ethiopia,0
530,83ETH,32228,21/10/1998,1998,1,Violence against civilians,Civilians (Ethiopia),,7,Unidentified Armed Group (Ethiopia),,3,37,Ethiopia,Oromia,Misraq Harerge,Babile,Babile,9.21670,42.33330,1,Reuters,"Unknown armed group attacks passenger buses, kills civilians",13
530,84ETH,32229,22/10/1998,1998,2,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,"Southern Nations, Nationalities and Peoples",Gamo Gofa,Geze Gofa,Kencho,6.35000,36.85000,1,All Africa,Security forces attack peasants after peasants protest language of instruction in schools,0
530,85ETH,32230,22/10/1998,1998,2,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Oromia,Jimma,Omo Nada,Omo,7.63333,37.25000,2,All Africa,Security forces attack peasants after peasants protest language of instruction in schools,0
530,86ETH,32231,23/10/1998,1998,2,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,"Southern Nations, Nationalities and Peoples",Gamo Gofa,Geze Gofa,Kencho,6.35000,36.85000,1,All Africa,Security forces attack peasants after peasants protest language of instruction in schools,0
530,87ETH,32232,23/10/1998,1998,2,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Oromia,Jimma,Omo Nada,Omo,7.63333,37.25000,2,All Africa,Security forces attack peasants after peasants protest language of instruction in schools,0
530,89ETH,32233,24/10/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.38500,1,Reuters,Ethiopian military attacks Eritrean military positions,0
530,90ETH,32234,24/10/1998,1998,1,Remote violence,Military Forces of Ethiopia (1991-),,1,Civilians (Eritrea),,7,17,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.38500,1,Reuters,Eritrean civilians killed in Ethiopian shelling,2
530,88ETH,32235,24/10/1998,1998,2,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,"Southern Nations, Nationalities and Peoples",Gamo Gofa,Geze Gofa,Kencho,6.35000,36.85000,1,All Africa,Security forces attack peasants after peasants protest language of instruction in schools,0
530,91ETH,32236,24/10/1998,1998,2,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Oromia,Jimma,Omo Nada,Omo,7.63333,37.25000,2,All Africa,Security forces attack peasants after peasants protest language of instruction in schools,0
530,92ETH,32237,04/11/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Ganta Afeshum,Adigrat,14.27690,39.46080,1,All Africa,Eritrean military attacks Ethiopian military positions,0
530,93ETH,32238,04/11/1998,1998,1,Remote violence,Civilians (Ethiopia),,7,Military Forces of Eritrea (1993-),,8,78,Ethiopia,Tigray,Misraqawi,Ganta Afeshum,Adigrat,14.27690,39.46080,1,Reuters,Ethiopia accuses Eritrea of shelling civilian targets,1
530,94ETH,32239,11/11/1998,1998,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Ganta Afeshum,Adigrat,14.27690,39.46080,1,Associated Press,Exchange of fire between Ethiopian and Eritrean troops,0
530,95ETH,32240,13/11/1998,1998,2,Strategic development,ONLF: Ogaden National Liberation Front,AIAI: Al-Itihad Al-Islamia,2,,,0,20,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,1,All Africa,Reports that ONLF and AIAI: Al-Itihad Al-Islamia militia members surrender to Ethiopian authorities. They had previously been active in these regions,0
530,96ETH,32241,15/11/1998,1998,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Eritrea),,7,17,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Boricha,Bilate,6.78333,38.10000,1,BBC Monitoring,Three Eritreans who had been detained died under suspicious circumstances in Ethiopian detention camp,3
530,97ETH,32242,18/11/1998,1998,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Ganta Afeshum,Adigrat,14.27690,39.46080,1,Associated Press,Exchange of fire between Ethiopian and Eritrean troops,0
530,98ETH,32243,22/11/1998,1998,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Erob,Asimba Mountain,14.44583,39.61278,1,All Africa,Ethiopian military attacks Eritrean military positions,0
530,99ETH,32244,15/12/1998,1998,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Eritrea),,7,17,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Boricha,Bilate,6.78333,38.10000,1,BBC Monitoring,Two Eritreans who had been illegally detained died under suspicious circumstances in Ethiopian detention camp,2
530,100ETH,32245,28/12/1998,1998,1,Remote violence,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,Dire Dawa,Dire Dawa,Dire Dawa,Dire Dawa,9.58330,41.86670,1,BBC Monitoring,"Man dies while detonating bomb in Dire Dawa, many civilians injured",1
530,101ETH,32246,11/01/1999,1999,1,Violence against civilians,Civilians (Ethiopia),Afar Ethnic Group (Eritrea),7,Military Forces of Eritrea (1993-),,8,78,Ethiopia,Somali,Liben,Dolo Odo,Afar Dogut,4.48330,41.03330,2,BBC Monitoring,Eritrean military accused of killing Ethiopian Afars who refuse to join their army,15
530,102ETH,32247,15/01/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Arsi,Ziway Dugda,Oromiya,8.00000,39.00000,2,BBC Monitoring,OLF claims victory in battle with Ethiopian military,62
530,103ETH,32248,17/01/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Borena,Moyale,Moyale,3.56917,39.08333,2,BBC Monitoring,OLF and Ethiopian forces battle in northern Kenya,18
530,104ETH,32249,02/02/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.38500,2,"Infantry FINF Vol. 89, Issue 2","Ethiopia claims Eritrean forces attacked their positions. Both sides had lost 70,000 men before the June fighting; they have since lost at least 30,000 more, of which most were Eritrean (AF confidential total for these next months overall casualties)",1369
530,105ETH,32250,05/02/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Ganta Afeshum,Adigrat,14.27690,39.46080,1,"Infantry FINF Vol. 89, Issue 2","Ethiopia claims Eritrean forces attacked their positions.Both sides had lost 70,000 men before the June fighting; they have since lost at least 30,000 more, of which most were Eritrean (AF confidential total for these next months overall casualties)",1369
530,106ETH,32251,06/02/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Debubawi,Saharti Samre,Geza,13.39335,39.16891,1,Reuters,"Ethiopia claims Eritrean forces attacked their positions.Both sides had lost 70,000 men before the June fighting; they have since lost at least 30,000 more, of which most were Eritrean (AF confidential total for these next months overall casualties)",1369
530,107ETH,32252,07/02/1999,1999,1,Violence against civilians,Civilians (Ethiopia),,7,Military Forces of Eritrea (1993-),,8,78,Ethiopia,Tigray,Misraqawi,Ganta Afeshum,Adigrat,14.27690,39.46080,1,"Infantry FINF Vol. 89, Issue 2","Ethiopia claims Eritrean forces attacked their positions.Both sides had lost 70,000 men before the June fighting; they have since lost at least 30,000 more, of which most were Eritrean (AF confidential total for these next months overall casualties)",1369
