GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
530,1252ETH,33397,15/05/2009,2009,3,Battle-No change of territory,Oromo Ethnic Militia (Ethiopia),,4,Afar Ethnic Militia (Ethiopia),,4,44,Ethiopia,Oromia,Misraq Shewa,Fentale,Metehara,8.90000,39.91667,2,BBC Monitoring,"Twenty one total killed in ethnic clashes, no breakdown of death toll",21
530,1253ETH,33398,15/05/2009,2009,3,Headquarters or base established,Ethiopian Unity and Justice Movement,,3,,,0,30,Ethiopia,Amhara,Debub Wollo,Worebabu,South Wollo,11.50000,40.00000,2,BBC Monitoring,Newly formed Ethiopian Unity and Justice Movement based in Welo,0
530,1254ETH,33399,23/05/2009,2009,1,Battle-No change of territory,Police Forces of Ethiopia (1991-),,1,Ethiopian Unity and Justice Movement,,2,12,Ethiopia,Amhara,Semen Wello,Kobo,Shewa Robit,12.01667,39.63333,1,BBC Monitoring,Newly formed rebel group attacks police station; death toll not stated,0
530,1255ETH,33400,28/05/2009,2009,1,Violence against civilians,Civilians (Somalia),Government of Somalia (2004-2012),7,Unidentified Armed Group (Ethiopia),,3,37,Ethiopia,Somali,Shabelle,Mustahil,Mustahil,5.24361,44.73194,2,All Africa,Unknown rebels attack Somali security minister's convoy in eastern Ethiopia; deaths not specified,0
530,1256ETH,33401,04/06/2009,2009,1,Riots/Protests,Protesters (Ethiopia),Oromo Ethnic Group (Kenya),6,,,0,60,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Awasa,Hawasa University,7.05000,38.46670,1,BBC Monitoring,Oromo students stage protest against Ethiopian regime,0
530,1257ETH,33402,15/06/2009,2009,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,1,Agence France Presse,"Ethiopian military claims victory against ONLF. ONLF contradicts, claims victory against Ethiopian military in battle",57
530,1258ETH,33403,15/06/2009,2009,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,1,Agence France Presse,"Ethiopian military claims victory against ONLF. ONLF contradicts, claims victory against Ethiopian military in battle",57
530,1259ETH,33404,15/06/2009,2009,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Kebridehar,Kebri Dehar,6.74000,44.27806,1,Agence France Presse,"Ethiopian military claims victory against ONLF. ONLF contradicts, claims victory against Ethiopian military in battle",57
530,1260ETH,33405,15/06/2009,2009,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Korahe,Kebridehar,Korahe,6.61528,44.34056,2,BBC Monitoring,ONLF alleges Ethiopian military executes civilians in Ogaden,6
530,1262ETH,33406,24/06/2009,2009,2,Violence against civilians,Civilians (China),,7,OLF: Oromo Liberation Front,,2,27,Ethiopia,Oromia,Arsi,Ziway Dugda,Oromiya,8.00000,39.00000,2,Reuters,Ethiopian government alleges that OLF attacks Chinese nationals working at dam construction site,0
530,1261ETH,33407,24/06/2009,2009,2,Violence against civilians,Civilians (Somalia),,7,ONLF: Ogaden National Liberation Front,,2,27,Ethiopia,Somali,Jarar,Gashamo,Gashamo,8.10000,45.36667,1,BBC Monitoring,Somali media claims ONLF kills two Somali civilian trader; ONLF rejects accusation,2
530,1263ETH,33408,27/06/2009,2009,1,Battle-No change of territory,Unidentified Ethnic Militia (Ethiopia),,4,Unidentified Ethnic Militia (Ethiopia),,4,44,Ethiopia,Somali,Shabelle,Mustahil,Mustahil,5.24361,44.73194,1,All Africa,"Ten killed in fighting between two clans in Somali region, clans not specified and no breakdown of death toll",10
530,1264ETH,33409,30/06/2009,2009,1,Violence against civilians,Police Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Christian Group (Ethiopia),7,17,Ethiopia,Amhara,Debub Wollo,Dessie Zuria,Dessie,11.13330,39.63330,1,Agence France Presse,Police shoot two people in attempt to stop Christians from building a church,2
530,1265ETH,33410,04/07/2009,2009,1,Battle-No change of territory,Unidentified Ethnic Militia (Ethiopia),,4,Unidentified Ethnic Militia (Ethiopia),,4,44,Ethiopia,Somali,Jarar,Gashamo,Somali,8.00000,45.00000,2,BBC Monitoring,Two killed in fighting between rival clans in Somali region; clan names not specified,0
530,1266ETH,33411,04/07/2009,2009,1,Battle-No change of territory,Unidentified Ethnic Militia (Ethiopia),,4,Unidentified Ethnic Militia (Ethiopia),,4,44,Ethiopia,Somali,Jarar,Gashamo,Somali,8.00000,45.00000,2,BBC Monitoring,Two killed in fighting between rival clans in Somali region; clan names not specified,2
530,1267ETH,33412,11/07/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Somali,Siti,Erer,Harerge,9.50000,41.50000,2,BBC Monitoring,OLF claim victory in battle with Ethiopian troops,6
530,1268ETH,33413,12/07/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Mirab Hararghe,Goba Koricha,Bitite,8.86667,40.51667,1,BBC Monitoring,OLF claim victory in battle with Ethiopian troops,11
530,1273ETH,33414,15/07/2009,2009,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,50
530,1274ETH,33415,15/07/2009,2009,3,Battle-No change of territory,Unidentified Ethnic Militia (Ethiopia),,4,Unidentified Ethnic Militia (Ethiopia),,4,44,Ethiopia,Somali,Doolo,Warder,Warder,6.97444,45.34083,1,BBC Monitoring,Two killed in fighting between rival clans in Somali region; clan names not specified,2
530,1269ETH,33416,15/07/2009,2009,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Oromia,Mirab Hararghe,Boke,Boke,8.72000,40.64000,1,BBC Monitoring,OLF accuses military of harrassing and torturing civilians,0
530,1270ETH,33417,15/07/2009,2009,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Dire Dawa,Dire Dawa,Dire Dawa,Dire Dawa,9.58330,41.86670,1,BBC Monitoring,OLF accuses military of harrassing and torturing civilians,0
530,1272ETH,33418,15/07/2009,2009,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Oromia,Mirab Hararghe,Hawi Gudina,Darolebu,8.16667,40.78333,1,BBC Monitoring,OLF accuses military of harrassing and torturing civilians,0
530,1271ETH,33419,15/07/2009,2009,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Somali,Jarar,Gashamo,Somali,8.00000,45.00000,2,BBC Monitoring,ONLF accuses military of torturing and killing civilians,0
530,1275ETH,33420,21/07/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Mirab Hararghe,Hawi Gudina,Qarba Take,8.16667,40.78333,2,BBC Monitoring,OLF claim victory in battle with Ethiopian troops,5
530,1276ETH,33421,30/07/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Shewa,Adaa,Diyar Village,8.85000,38.96670,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,3
530,1277ETH,33422,05/08/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Amhara,Mirab Gojjam,Dembecha,Wadi,10.53330,37.36670,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,2
530,1278ETH,33423,05/08/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Liben,Dolo Odo,Dolo Odo,4.17860,42.05890,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,1
530,1279ETH,33424,06/08/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Somali,Siti,Erer,Harerge,9.50000,41.50000,2,BBC Monitoring,OLF claim victory in battle with Ethiopian troops,16
530,1280ETH,33425,09/08/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Harari People,Hareri,Harar,Harar,9.31670,42.11670,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,3
530,1281ETH,33426,09/08/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Nogob,Meyumuluka,Rari,8.50000,42.23300,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,10
530,1282ETH,33427,15/08/2009,2009,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,North Shewa,Degem,Duba,9.93330,38.63333,1,BBC Monitoring,OLF claim victory in battle with Ethiopian troops,11
530,1283ETH,33428,19/08/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Mirab Hararghe,Hawi Gudina,Ciracha Qala,8.16667,40.78333,2,BBC Monitoring,OLF claim victory in battle with Ethiopian troops,2
530,1284ETH,33429,20/08/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Bale,Sinana,Simane,7.08333,40.20000,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,4
530,1285ETH,33430,28/08/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Bale,Sinana,Simane,7.08333,40.20000,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,2
530,1286ETH,33431,30/08/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Shewa,Adaa,Irir,8.85000,38.96670,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,0
530,1287ETH,33432,31/08/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,2
530,1288ETH,33433,01/09/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Harerge,Babile,Babile,9.21670,42.33330,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,4
530,1289ETH,33434,02/09/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Liben,Dolo Odo,Dolo Odo,4.17860,42.05890,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,4
530,1290ETH,33435,02/09/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Kebridehar,Korahe,6.61528,44.34056,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,2
530,1291ETH,33436,03/09/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Siti,Ayisha,Harad,10.66583,42.45278,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,4
530,1292ETH,33437,03/09/2009,2009,1,Battle-Non-state actor overtakes territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,7
530,1293ETH,33438,04/09/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Shabelle,Denan,Denan,6.51670,43.50000,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,0
530,1294ETH,33439,05/09/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Harari People,Hareri,Harar,Magala-Ad,9.30000,42.13330,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,17
530,1295ETH,33440,05/09/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,7
530,1296ETH,33441,05/09/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Siti,Shinile,Shinile,9.68806,41.84472,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,2
530,1297ETH,33442,12/09/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Kebridehar,Korahe,6.61528,44.34056,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,6
530,1298ETH,33443,13/09/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Kebribeyah,Jerer,8.86972,43.16167,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,7
530,1299ETH,33444,14/09/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Amhara,North Shewa,Berehet,Dageta,9.18333,39.76667,1,The Indian Ocean Newsletter,"ONLF attack Ethiopian forces, kill several",3
530,1300ETH,33445,17/09/2009,2009,1,Strategic development,ONLF: Ogaden National Liberation Front,,2,,,0,20,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,Agence France Presse,"Ogaden rebels warn oil firms to stay away from Ogaden region, claims rebels are active in that area",0
530,1301ETH,33446,01/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Shewa,Fentale,Matanaha,8.90000,39.91667,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,10
530,1305ETH,33447,03/10/2009,2009,1,Battle-No change of territory,ONLF: Ogaden National Liberation Front,,2,Military Forces of Ethiopia (1991-),,1,12,Ethiopia,Somali,Korahe,Shilabo,Shilabo,6.09167,44.76361,2,BBC Monitoring,"Ethiopia claims ONLF leader surrenders, army recovers massive amounts of weapons and explosives; ONLF denies Ethiopian government reports",0
530,1302ETH,33448,03/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Afder,Bare,Malayko,5.37472,43.77056,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,0
530,1303ETH,33449,03/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,18
530,1304ETH,33450,03/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,25
530,1306ETH,33451,04/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,9
530,1307ETH,33452,07/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Shewa,Adaa,Sadeh Hareri,8.66670,39.01667,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,7
530,1308ETH,33453,07/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Amhara,Debub Wollo,Worebabu,Hamurka,11.43333,39.98333,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,8
530,1309ETH,33454,11/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Mirab Hararghe,Hawi Gudina,Melka Dulacha,8.16667,40.78333,1,BBC Monitoring,OLF claim victory in battle with Ethiopian troops,5
530,1310ETH,33455,12/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Kebridehar,Jugle,6.74167,43.64361,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,10
530,1311ETH,33456,12/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Shilabo,Shilabo,6.09167,44.76361,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,15
530,1312ETH,33457,13/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Harerge,Golo Oda,Bareso,8.72722,41.55750,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,50
530,1313ETH,33458,15/10/2009,2009,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Addis Abeba,Addis Abeba,Kolfe - Keran,Addis Ababa,9.03333,38.70000,2,Sudan Tribune,Opposition claims that Ethiopian ruling party has arbitrarily arrested and ill-treated members of the opposition,0
530,1314ETH,33459,16/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Kebridehar,Korahe,6.61528,44.34056,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,15
530,1316ETH,33460,18/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Mutiny of Military Forces of Ethiopia (1991-),,1,11,Ethiopia,Somali,Jarar,Degehabur,Birqod,8.21670,43.56670,1,BBC Monitoring,Fighting between soldiers of Ethiopian army,10
530,1315ETH,33461,18/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Misraq Harerge,Babile,Babile,9.21670,42.33330,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,20
530,1317ETH,33462,18/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Oromia,Mirab Hararghe,Mesela,Masalaha,9.08333,41.16667,1,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,7
530,1318ETH,33463,19/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Mutiny of Military Forces of Ethiopia (1991-),,1,11,Ethiopia,Oromia,Kelem Wellega,Dale Wabera,Garbo,9.03330,35.05000,1,BBC Monitoring,Fighting between soldiers of Ethiopian army,4
530,1319ETH,33464,20/10/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Kebribeyah,Jerer,8.86972,43.16167,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,57
530,1320ETH,33465,21/10/2009,2009,1,Battle-Non-state actor overtakes territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,BBC Monitoring,ONLF claim victory against Ethiopian military in battle,22
530,1321ETH,33466,25/10/2009,2009,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Arsi,Seru,Seru Abasi,7.66667,40.20000,1,BBC Monitoring,OLF claim victory in battle with Ethiopian troops,5
530,1322ETH,33467,10/11/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Nogob,Hamero,Hamero,7.45000,42.23330,1,Agence France Presse,ONLF claim victory against Ethiopian military in battle,80
530,1323ETH,33468,10/11/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,Agence France Presse,ONLF claim victory against Ethiopian military in battle,80
530,1324ETH,33469,10/11/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,Agence France Presse,ONLF claim victory against Ethiopian military in battle,80
530,1325ETH,33470,10/11/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,Agence France Presse,ONLF claim victory against Ethiopian military in battle,80
530,1326ETH,33471,10/11/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,Agence France Presse,ONLF claim victory against Ethiopian military in battle,80
530,1327ETH,33472,10/11/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,Agence France Presse,ONLF claim victory against Ethiopian military in battle,81
530,1328ETH,33473,10/11/2009,2009,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Shekosh,Shekosh,7.36667,43.91667,1,Agence France Presse,ONLF claim victory against Ethiopian military in battle,80
530,1329ETH,33474,11/11/2009,2009,1,Battle-Non-state actor overtakes territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Nogob,Hamero,Hamero,7.45000,42.23330,1,Agence France Presse,ONLF claim victory against Ethiopian military in battle,0
530,1330ETH,33475,11/11/2009,2009,1,Battle-Non-state actor overtakes territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,Agence France Presse,ONLF claim victory against Ethiopian military in battle,0
530,1331ETH,33476,11/11/2009,2009,1,Battle-Non-state actor overtakes territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,Agence France Presse,ONLF claim victory against Ethiopian military in battle,0
530,1332ETH,33477,11/11/2009,2009,1,Battle-Non-state actor overtakes territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,Agence France Presse,ONLF claim victory against Ethiopian military in battle,0
530,1333ETH,33478,11/11/2009,2009,1,Battle-Non-state actor overtakes territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,Agence France Presse,ONLF claim victory against Ethiopian military in battle,0
530,1335ETH,33479,11/11/2009,2009,1,Battle-Non-state actor overtakes territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Shekosh,Shekosh,7.36667,43.91667,1,Agence France Presse,ONLF claim victory against Ethiopian military in battle,3
530,1334ETH,33480,11/11/2009,2009,1,Battle-Non-state actor overtakes territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35000,42.80000,2,Agence France Presse,Rebel group claims to have killed over 600 Ethiopian soldiers in offensive which began on 10 November,80
530,1336ETH,33481,24/11/2009,2009,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Mutiny of Military Forces of Ethiopia (1991-),,1,11,Ethiopia,Somali,Nogob,Fik,Fik,8.13330,42.30000,1,BBC Monitoring,Military officer carries out killing spree during meeting,10
530,1337ETH,33482,15/12/2009,2009,1,Violence against civilians,Civilians (Ethiopia),,7,Unidentified Armed Group (Eritrea),,3,37,Ethiopia,Somali,Korahe,Kebridehar,Kebri Dehar,6.74000,44.27806,1,Agence France Presse,"Attackers with Eritrean accents lob grenade into cafT, killing one",1
530,1338ETH,33483,01/01/2010,2010,1,Battle-No change of territory,Military Forces of Eritrea (1993-),,8,Military Forces of Ethiopia (1991-),,1,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Serha,14.50914,39.44367,2,Agence France Presse,"Eritrea accused arch-foe Ethiopia on Sunday of launching attacks along their disputed border but said its troops had driven off the assault, killing 10 Ethiopian soldiers and capturing two.",10
530,1339ETH,33484,01/01/2010,2010,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.38500,2,BBC Monitoring,Eritrean military claims Ethiopian troops attacked inside Eritrean territory; ten Ethiopian soldiers killed in battle,10
530,1340ETH,33485,02/01/2010,2010,1,Strategic development,CUD: Coalition for Unity and Democracy Militia,,3,,,0,30,Ethiopia,Amhara,Semen Gondar,Metema,Metema,12.96667,36.20000,1,Targeted News Service,Government arrests group entering Ethiopia in an attempt to carry out terrorist attacks,0
530,1341ETH,33486,07/01/2010,2010,2,Riots/Protests,Police Forces of Ethiopia (1991-),,1,Protesters (Ethiopia),,6,16,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Awasa,Awasa,7.05000,38.46670,1,Sudan Tribune,Security forces allegedly abduct student protesters,0
530,1342ETH,33487,07/01/2010,2010,2,Riots/Protests,Protesters (Ethiopia),,6,,,0,60,Ethiopia,"Southern Nations, Nationalities and Peoples",Sidama,Awasa,Awasa,7.05000,38.46670,1,Sudan Tribune,Students protest river pollution,0
