,index,EVENT_ID_NO_CNTY,Date,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
91,91,32255,2/10/1999,1999,1,Remote violence,Military Forces of Ethiopia (1991-),,1,Civilians (Eritrea),,7,17,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.385,2,Reuters,Ethiopian forces shell civilian areas,0
92,92,32256,2/11/1999,1999,1,Remote violence,Civilians (Ethiopia),,7,Military Forces of Eritrea (1993-),,8,78,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.385,2,BBC Monitoring,Eritrean forces shell civilian village,4
93,93,32257,2/11/1999,1999,1,Remote violence,Military Forces of Ethiopia (1991-),,1,Civilians (Eritrea),,7,17,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.385,2,Reuters,Ethiopian forces shell civilian areas,12
94,94,32258,2/12/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.385,1,"Infantry FINF Vol. 89, Issue 2","Ethiopian and Eritrean forces battle in border war; both sides make unverifiable claims about casualties, using Af Con 100,000 as a total for these time periods",1369
95,95,32259,2/14/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Debubawi,Saharti Samre,Geza,13.39335,39.16891,1,BBC Monitoring,"Ethiopian and Eritrean forces battle in border war; both sides make unverifiable claims about casualties, using Af Con 100,000 as a total for these time periods",1369
96,96,32260,2/14/1999,1999,1,Remote violence,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Afar,Zone 1,Elidar,Burie,12.59889,42.27028,2,"Infantry FINF Vol. 89, Issue 2",Eritrean shoots down Ethiopian fighter jet,3
97,97,32261,2/14/1999,1999,1,Remote violence,Military Forces of Ethiopia (1991-),,1,Civilians (Eritrea),,7,17,Ethiopia,Afar,Zone 1,Elidar,Burie,12.59889,42.27028,2,"Infantry FINF Vol. 89, Issue 2",Ethiopia bombs civilian targets,0
98,98,32262,3/9/1999,1999,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Arsi,Ziway Dugda,Arsi,8,39,2,BBC Monitoring,OLF claims victory in battle with Ethiopian military,0
99,99,32263,3/9/1999,1999,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Arsi,Ziway Dugda,Arsi,8,39,2,BBC Monitoring,OLF claims victory in battle with Ethiopian military,7
100,100,32264,3/9/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Arsi,Ziway Dugda,Arsi,8,39,2,BBC Monitoring,OLF claims victory in battle with Ethiopian military,42
101,101,32265,3/10/1999,1999,2,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Oromo Ethnic Group (Ethiopia),7,17,Ethiopia,Oromia,Arsi,Ziway Dugda,Oromiya,8,39,2,BBC Monitoring,OLF accuses military of harrassing and torturing civilians,0
102,102,32266,3/13/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.385,2,"Infantry FINF Vol. 89, Issue 2","Ethiopian and Eritrean forces battle in border war; both sides make unverifiable claims about casualties, using Af Con 100,000 as a total for these time periods",1369
103,103,32267,3/14/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Erob,Alitena,14.52728,39.56817,1,"Infantry FINF Vol. 89, Issue 2","Ethiopian and Eritrean forces battle in border war; both sides make unverifiable claims about casualties, using Af Con 100,000 as a total for these time periods",1369
104,104,32268,3/14/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.385,2,"Infantry FINF Vol. 89, Issue 2","Ethiopian and Eritrean forces battle in border war; both sides make unverifiable claims about casualties, using Af Con 100,000 as a total for these time periods",1369
105,105,32269,3/15/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Erob,Alitena,14.52728,39.56817,1,"Infantry FINF Vol. 89, Issue 2","Ethiopian and Eritrean forces battle in border war; both sides make unverifiable claims about casualties, using Af Con 100,000 as a total for these time periods",1369
106,106,32270,3/15/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.385,2,"Infantry FINF Vol. 89, Issue 2","Ethiopian and Eritrean forces battle in border war; both sides make unverifiable claims about casualties, using Af Con 100,000 as a total for these time periods",1369
107,107,32271,3/15/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,BBC Monitoring,ONLF claims major victories against Ethiopian troops in fighting,168
108,108,32272,3/15/1999,1999,3,Battle-No change of territory,Borana Ethnic Militia (Ethiopia),,4,Sidama Ethnic Militia (Ethiopia),,4,44,Ethiopia,Oromia,Borena,Moyale,Moyale,3.56917,39.08333,2,BBC Monitoring,Reports of hundreds killed in ethnic clashes between Borana and Sidama ethnic groups,100
109,109,32273,3/15/1999,1999,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Oromo Ethnic Group (Ethiopia),7,17,Ethiopia,Oromia,Mirab Shewa,Ambo Zuria,Ambo,8.9833,37.85,2,BBC Monitoring,"Oromo ethnic group alleges harrassment, torture and rape at hands of Ethiopian military",0
110,110,32274,3/15/1999,1999,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),Oromo Ethnic Group (Ethiopia),7,17,Ethiopia,Oromia,Borena,Teltele,Boran,4.9667,37.6333,2,BBC Monitoring,"Oromo ethnic group alleges harrassment, torture and rape at hands of Ethiopian military",0
111,111,32275,3/16/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Erob,Alitena,14.52728,39.56817,1,"Infantry FINF Vol. 89, Issue 2","Ethiopian and Eritrean forces battle in border war; both sides make unverifiable claims about casualties, using Af Con 100,000 as a total for these time periods",1369
112,112,32276,3/16/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.385,2,"Infantry FINF Vol. 89, Issue 2","Ethiopian and Eritrean forces battle in border war; both sides make unverifiable claims about casualties, using Af Con 100,000 as a total for these time periods",1369
113,113,32277,3/21/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Borena,Teltele,Boran,4.9667,37.6333,1,Factiva - BBC Monitoring,"47 EPRDF troops killed at Chirecha. No exact date, no OLF figures.",47
114,114,32278,3/29/1999,1999,1,Remote violence,Civilians (Ethiopia),,7,Military Forces of Eritrea (1993-),,8,78,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.385,1,Reuters,Ethiopia claims Eritrean shelling injures two civilians,0
115,115,32279,4/15/1999,1999,3,Violence against civilians,Civilians (International),,7,ONLF: Ogaden National Liberation Front,,2,27,Ethiopia,Somali,Jarar,Gashamo,Somali,8,45,2,BBC Monitoring,ONLF kidnaps French aid worker in Somali state,0
116,116,32280,5/10/1999,1999,1,Strategic development,ONLF: Ogaden National Liberation Front,,2,,,0,20,Ethiopia,Somali,Jarar,Gashamo,Somali,8,45,2,BBC Monitoring,ONLF releases French aid worker,0
117,117,32281,5/14/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.385,2,"Infantry FINF Vol. 89, Issue 2",Ethiopia attacks Eritrean military positions,0
118,118,32282,5/15/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Tigray,Misraqawi,Gulomekeda,Zela Ambesa,14.52194,39.385,1,BBC Monitoring,Ethiopian fighter planes attack Eritrean targets,0
119,119,32283,5/24/1999,1999,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Shabelle,Gode,Gode,6.0225,43.13028,1,BBC Monitoring,ONLF ambush Ethiopian troops,47
120,120,32284,5/27/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Arsi,Ziway Dugda,Arsi,8,39,2,BBC Monitoring,Ethiopian military claims major victory against OLF,0
121,121,32285,6/9/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Afar,Zone 1,Elidar,Burie,12.59889,42.27028,2,All Africa,"Ethiopian and Eritrean forces battle in border war; both sides make unverifiable claims about casualties, using Af Con 100,000 as a total for these time periods",1369
122,122,32286,6/10/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,Military Forces of Eritrea (1993-),,8,18,Ethiopia,Afar,Zone 1,Elidar,Burie,12.59889,42.27028,2,All Africa,"Ethiopian and Eritrean forces battle in border war; both sides make unverifiable claims about casualties, using Af Con 100,000 as a total for these time periods",1369
123,123,32287,7/15/1999,1999,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Somali,Shabelle,Gode,Gode,6.0225,43.13028,1,BBC Monitoring,OLF claims victory in battle with Ethiopian military,40
124,124,32288,7/15/1999,1999,3,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Jarar,Degehabur,Degeh Bur,8.22056,43.55722,1,BBC Monitoring,ONLF claims major victories against Ethiopian troops in fighting,0
125,125,32289,7/17/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Bale,Gololcha Bale,Ketiba,7.3333,40.53333,2,BBC Monitoring,Ethiopian military claims major victory against OLF; OLF disputes this and also claims major victory,1172
126,126,32290,7/20/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Borena,Dire,El Sod,4.2,38.4,1,BBC Monitoring,OLF claims victory in battle with Ethiopian military,322
127,127,32291,7/21/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Misraq Wellega,Haro Limu,Soghidda,10.03333,36.25,1,BBC Monitoring,OLF claims victory in battle with Ethiopian military,83
128,128,32292,7/23/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Misraq Wellega,Haro Limu,Soghidda,10.03333,36.25,1,BBC Monitoring,OLF claims victory in battle with Ethiopian military,143
129,129,32293,7/24/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Somali,Afder,Serer/Elkere,Elkere,5.6833,42.35,1,BBC Monitoring,OLF claims victory in battle with Ethiopian military,16
130,130,32294,8/2/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Bale,Ginir,Ginir,7.13333,40.7,1,BBC Monitoring,OLF claims victory in battle with Ethiopian military,30
131,131,32295,8/2/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,North Shewa,Yaya Gulele,Wabe,9.63333,38.65,1,BBC Monitoring,OLF claims victory in battle with Ethiopian military,123
132,132,32296,8/9/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,"Southern Nations, Nationalities and Peoples",Kembata Tembaro,Kacha Bira,Mino,7.23333,37.73333,1,BBC Monitoring,OLF claims victory in battle with Ethiopian military,202
133,133,32297,8/9/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Bale,Mena,Mennana Arena Buluk,6.4167,39.75,2,BBC Monitoring,OLF claims victory in battle with Ethiopian military,50
134,134,32298,8/10/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Arsi,Ziway Dugda,Arsi,8,39,2,BBC Monitoring,Ethiopian military claims major victory against OLF,0
135,135,32299,8/11/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Arsi,Ziway Dugda,Arsi,8,39,2,BBC Monitoring,OLF and SLF claim massive victory in battle with Ethiopian military,0
136,136,32300,8/12/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Bale,Seweyna,Burka Dare,7.48333,41.55,1,BBC Monitoring,OLF claims victory in battle with Ethiopian military,25
137,137,32301,8/13/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Somali,Afder,Chereti/Weyib,Haro Ararsa,5.28333,41.56667,1,BBC Monitoring,OLF claims victory in battle with Ethiopian military,53
138,138,32302,8/13/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Bale,Goro,Goro,6.98333,40.5,1,BBC Monitoring,OLF claims victory in battle with Ethiopian military,35
139,139,32303,8/14/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Arsi,Ziway Dugda,Arsi,8,39,2,BBC Monitoring,OLF and SLF claim massive victory in battle with Ethiopian military,0
140,140,32304,8/14/1999,1999,1,Strategic development,OLF: Oromo Liberation Front,,2,,,0,20,Ethiopia,Mandera,Mandera West,Gither,Saki,3.66667,39.78333,1,BBC Monitoring,OLF spotted in Kenya,0
141,141,32305,8/15/1999,1999,3,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (Ethiopia),,7,17,Ethiopia,Amhara,Semen Wello,Guba Lafto,Oromo,11.8667,39.7333,2,Factiva - BBC Monitoring,OLF claim that 25 civilians were killed by the army in August.,25
142,142,32306,8/19/1999,1999,1,Battle-No change of territory,OLF: Oromo Liberation Front,,2,Military Forces of Kenya (1978-2002),,8,28,Ethiopia,Oromia,Borena,Moyale,Moyale,3.56917,39.08333,2,BBC Monitoring,Kenyan security forces battle OLF fighters,1
143,143,32307,8/20/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Borena,Moyale,Tuka,3.63333,38.8,1,BBC Monitoring,OLF claims victory in battle with Ethiopian military,105
144,144,32308,8/21/1999,1999,1,Remote violence,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,Dire Dawa,Dire Dawa,Dire Dawa,Dire Dawa,9.5833,41.8667,2,BBC Monitoring,Bomb planted along railway,0
145,145,32309,8/29/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,OLF: Oromo Liberation Front,,2,12,Ethiopia,Oromia,Borena,Moyale,Moyale,3.56917,39.08333,2,Factiva - BBC Monitoring,OLF and OLA forces attack a military base at Doho-Kisu in the Moyale district. No figures for OLF losses. Report from OLF source.,53
146,146,32310,8/29/1999,1999,1,Violence against civilians,Military Forces of Ethiopia (1991-),,1,Civilians (International),,7,17,Ethiopia,Oromia,Mirab Shewa,Abuna G/Beret,Awara,9.5667,38.0333,1,Factiva - Birmingham Post,Civilian Plane shot down - Brtish and Swedish crew killed.,2
147,147,32311,10/13/1999,1999,2,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,UWSLF: United Western Somali Liberation Front,,2,12,Ethiopia,Somali,Fafan,Jijiga,Jijiga,9.35,42.8,2,BBC Monitoring,WSLF claims to have killed Ethiopian troops in battle,62
148,148,32312,10/18/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Siti,Shinile,Garasleh,9.83417,42.13306,1,BBC Monitoring,"ONLF battles Ethiopian military, claims victory",18
149,149,32313,10/25/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Korahe,Kebridehar,Kebri Dehar,6.74,44.27806,2,BBC Monitoring,"ONLF battles Ethiopian military, claims victory",24
150,150,32314,10/27/1999,1999,1,Battle-No change of territory,Military Forces of Ethiopia (1991-),,1,ONLF: Ogaden National Liberation Front,,2,12,Ethiopia,Somali,Fafan,Aw-bare,Lasaanot,9.9667,42.9167,2,BBC Monitoring,"ONLF battles Ethiopian military, claims victory",24
151,151,32315,10/28/1999,1999,1,Violence against civilians,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Kenya),,7,47,Ethiopia,Oromia,Borena,Moyale,Moyale,3.56917,39.08333,2,Xinhua,Ethiopian raiders kill Kenyan civilians,3
152,152,32316,10/29/1999,1999,1,Violence against civilians,Civilians (Ethiopia),Afar Ethnic Group (Eritrea),7,Military Forces of Eritrea (1993-),,8,78,Ethiopia,Afar,Zone 1,Elidar,Burie,12.59889,42.27028,1,BBC Monitoring,Eritrean military accused of killing Ethiopian Afars who refuse to join their army,2
153,153,32317,11/4/1999,1999,2,Violence against civilians,Civilians (Ethiopia),Merrile Ethnic Group (Ethiopia),7,Turkana Ethnic Militia (Kenya),,4,47,Ethiopia,"Southern Nations, Nationalities and Peoples",Debub Omo,Gnangatom,Bume,5.05,36.08333,2,BBC Monitoring,Turkana attack Merille and raid cattle,0
154,154,32318,11/13/1999,1999,1,Violence against civilians,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Ethiopia,Dire Dawa,Dire Dawa,Dire Dawa,Melka Jebdu,9.6167,41.7833,1,Factiva - BBC Monitoring,Unknown group (OLF suspected) blows up a train transporting military goods from Djibouti to Ethiopia.,2
